col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,target
74979,1085.879,429.5682,223.2346,76034,308.9761,0.8544,0.9861,0.6791,0.7991,1.9243,0.7193,1
55858,899.532,347.4268,205.9546,56394,266.6845,0.8053,0.9905,0.7083,0.8675,1.6869,0.7676,1
84922,1104.95,419.5984,258.7841,85609,328.8253,0.7872,0.992,0.7147,0.8741,1.6214,0.7837,1
82864,1137.374,455.1352,233.2743,83647,324.8164,0.8587,0.9906,0.7301,0.805,1.9511,0.7137,1
66728,1006.806,400.8477,213.2038,67373,291.4802,0.8468,0.9904,0.7201,0.8272,1.8801,0.7272,1
67879,999.949,378.0646,230.2247,68541,293.9834,0.7932,0.9903,0.7413,0.8531,1.6422,0.7776,1
78351,1106.408,437.9891,228.2666,79359,315.8474,0.8535,0.9873,0.7448,0.8043,1.9188,0.7211,1
91385,1167.894,457.4622,255.104,92482,341.1085,0.8301,0.9881,0.7187,0.8419,1.7932,0.7457,1
86159,1153.708,444.88,248.0075,87338,331.2115,0.8302,0.9865,0.6673,0.8134,1.7938,0.7445,1
70809,1046.808,410.0354,220.7203,71756,300.2613,0.8428,0.9868,0.716,0.812,1.8577,0.7323,1
100266,1207.936,456.8741,279.9331,101252,357.2991,0.7903,0.9903,0.7079,0.8635,1.6321,0.7821,1
75143,1032.369,397.2112,241.3828,75724,309.3138,0.7942,0.9923,0.7404,0.886,1.6456,0.7787,1
59729,935.054,351.2843,217.6438,60476,275.7704,0.7849,0.9876,0.7135,0.8585,1.614,0.785,1
87044,1125.883,423.9326,262.8633,87868,332.9082,0.7846,0.9906,0.7154,0.8629,1.6127,0.7853,1
72370,1055.123,418.4959,221.098,73405,303.5529,0.849,0.9859,0.6399,0.8169,1.8928,0.7253,1
88653,1119.885,420.8444,269.7345,89471,335.971,0.7676,0.9909,0.713,0.8883,1.5602,0.7983,1
91690,1168.462,454.0266,257.9016,92579,341.6772,0.823,0.9904,0.7159,0.8439,1.7605,0.7525,1
97938,1198.163,467.8307,268.0749,98900,353.1268,0.8195,0.9903,0.6757,0.8573,1.7451,0.7548,1
103519,1246.477,484.0384,273.0449,104591,363.0489,0.8257,0.9898,0.6862,0.8373,1.7727,0.75,1
84348,1115.329,439.8464,244.5711,85024,327.7121,0.8312,0.992,0.7289,0.8521,1.7984,0.7451,1
80153,1097.812,438.9092,233.091,80755,319.4589,0.8473,0.9925,0.6956,0.8357,1.883,0.7278,1
72800,1039.773,412.7664,225.1811,73462,304.4533,0.8381,0.991,0.6741,0.8462,1.833,0.7376,1
92713,1204.684,485.3214,244.3846,93717,343.578,0.864,0.9893,0.7466,0.8028,1.9859,0.7079,1
72864,1032.774,399.5462,232.9642,73463,304.5871,0.8124,0.9918,0.7046,0.8584,1.7151,0.7623,1
98628,1204.172,460.7255,273.9251,99602,354.3686,0.8041,0.9902,0.7212,0.8547,1.6819,0.7692,1
76848,1042.813,393.8825,248.8834,77474,312.8033,0.7751,0.9919,0.7518,0.888,1.5826,0.7942,1
80184,1083.688,422.7077,242.2911,80947,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,1
71962,1062.117,422.1195,218.8709,72590,302.696,0.8551,0.9913,0.7131,0.8016,1.9286,0.7171,1
59113,921.904,356.5915,211.5919,59565,274.3447,0.8049,0.9924,0.726,0.874,1.6853,0.7694,1
90489,1180.429,468.9082,247.2828,91352,339.4321,0.8496,0.9906,0.7195,0.8161,1.8962,0.7239,1
95725,1212.273,480.4405,255.9378,96842,349.1144,0.8463,0.9885,0.6826,0.8185,1.8772,0.7267,1
79055,1102.701,441.6971,229.0911,79810,317.2632,0.855,0.9905,0.6296,0.817,1.928,0.7183,1
74217,1086.718,425.3621,222.5791,75044,307.402,0.8522,0.989,0.7426,0.7897,1.9111,0.7227,1
84099,1156.965,469.0068,230.2194,84751,327.228,0.8712,0.9923,0.721,0.7895,2.0372,0.6977,1
74717,1094.608,440.8381,216.1998,75451,308.4358,0.8715,0.9903,0.7234,0.7836,2.039,0.6997,1
64691,994.607,388.4194,213.5622,65473,286.9968,0.8353,0.9881,0.6945,0.8218,1.8188,0.7389,1
70357,1021.863,402.984,222.6195,70876,299.3014,0.8336,0.9927,0.7653,0.8467,1.8102,0.7427,1
70648,1083.971,446.422,202.218,71749,299.9197,0.8915,0.9847,0.5765,0.7556,2.2076,0.6718,1
90332,1164.363,452.3181,255.2347,91395,339.1375,0.8256,0.9884,0.6711,0.8373,1.7722,0.7498,1
82714,1110.892,424.8677,249.006,83533,324.5223,0.8103,0.9902,0.7393,0.8423,1.7063,0.7638,1
90502,1156.473,441.8533,261.7291,91383,339.4565,0.8057,0.9904,0.702,0.8503,1.6882,0.7683,1
96554,1214.057,475.0486,259.6984,97465,350.6228,0.8373,0.9907,0.6654,0.8232,1.8292,0.7381,1
64911,987.247,388.9481,213.654,65609,287.4844,0.8356,0.9894,0.7344,0.8369,1.8205,0.7391,1
67668,1007.845,391.7248,220.5169,68367,293.5261,0.8265,0.9898,0.7481,0.8372,1.7764,0.7493,1
92239,1213.792,484.2714,245.4672,93341,342.6986,0.862,0.9882,0.6955,0.7867,1.9729,0.7077,1
92227,1205.53,481.6156,245.7167,93202,342.6763,0.8601,0.9895,0.702,0.7975,1.96,0.7115,1
84930,1124.789,436.0889,248.9411,85806,328.8407,0.8211,0.9898,0.6729,0.8436,1.7518,0.7541,1
84565,1178.591,485.3229,224.5235,85993,328.1334,0.8866,0.9834,0.7316,0.765,2.1616,0.6761,1
72410,1007.458,379.7803,243.4289,73020,303.6367,0.7676,0.9916,0.7514,0.8965,1.5601,0.7995,1
88750,1120.577,422.0802,269.0306,89741,336.1547,0.7705,0.989,0.7334,0.8882,1.5689,0.7964,1
57041,914.675,346.6923,210.9707,57939,269.4937,0.7935,0.9845,0.7147,0.8568,1.6433,0.7773,1
87086,1154.444,453.3588,245.4135,87893,332.9885,0.8408,0.9908,0.7198,0.8211,1.8473,0.7345,1
73040,1027.641,391.2823,239.0666,73870,304.9548,0.7916,0.9888,0.7315,0.8691,1.6367,0.7794,1
69181,998.679,383.5814,231.0066,69895,296.7895,0.7983,0.9898,0.724,0.8717,1.6605,0.7737,1
69547,1034.51,403.8535,221.697,70769,297.5735,0.8359,0.9827,0.709,0.8166,1.8216,0.7368,1
76356,1052.424,397.6275,246.8013,77341,311.8004,0.7841,0.9873,0.6886,0.8663,1.6111,0.7842,1
61589,989.151,389.2343,203.103,62939,280.0313,0.8531,0.9786,0.6249,0.791,1.9164,0.7194,1
96802,1217.707,488.0411,253.2319,97548,351.0728,0.8549,0.9924,0.6758,0.8204,1.9273,0.7194,1
80207,1100.06,426.8217,239.917,81076,319.5665,0.8271,0.9893,0.7297,0.8329,1.779,0.7487,1
79661,1129.335,444.1217,230.4431,80966,318.4769,0.8549,0.9839,0.7094,0.7849,1.9273,0.7171,1
85778,1159.584,434.1433,255.1073,87489,330.4784,0.8091,0.9804,0.6642,0.8016,1.7018,0.7612,1
91162,1195.957,479.1129,242.9588,92074,340.692,0.8619,0.9901,0.6405,0.8009,1.972,0.7111,1
85968,1168.743,479.1606,229.2326,87008,330.8442,0.8781,0.988,0.7495,0.7909,2.0903,0.6905,1
75155,1060.383,420.5042,228.5685,75805,309.3385,0.8394,0.9914,0.6503,0.8399,1.8397,0.7356,1
82804,1112.392,434.9627,243.2643,83603,324.6988,0.829,0.9904,0.6944,0.8409,1.788,0.7465,1
72519,1041.227,413.2742,224.0976,73130,303.8652,0.8402,0.9916,0.6903,0.8406,1.8442,0.7353,1
90535,1163.806,450.5074,258.1205,91927,339.5184,0.8196,0.9849,0.7492,0.84,1.7453,0.7536,1
75885,1061.518,410.0357,236.9251,76562,310.8372,0.8162,0.9912,0.7507,0.8463,1.7307,0.7581,1
95914,1203.477,468.41,269.2576,98178,349.4589,0.8183,0.9769,0.7389,0.8322,1.7396,0.7461,1
73662,1050.083,407.465,231.4105,74267,306.2505,0.8231,0.9919,0.6834,0.8395,1.7608,0.7516,1
71306,1059.476,416.1416,219.5131,72049,301.3132,0.8496,0.9897,0.7258,0.7983,1.8957,0.7241,1
78249,1094.307,422.0653,239.7967,79377,315.6418,0.8229,0.9858,0.6689,0.8211,1.7601,0.7479,1
85386,1138.193,438.2698,248.8453,86282,329.7224,0.8232,0.9896,0.7093,0.8283,1.7612,0.7523,1
81531,1145.799,458.4715,227.7827,82479,322.1933,0.8678,0.9885,0.769,0.7804,2.0128,0.7028,1
80105,1128.587,452.3831,225.9261,80976,319.3632,0.8664,0.9892,0.6118,0.7903,2.0023,0.706,1
63117,991.853,398.9717,202.2415,63647,283.4838,0.862,0.9917,0.6982,0.8062,1.9727,0.7105,1
75824,1079.873,424.3345,228.5296,76700,310.7123,0.8426,0.9886,0.6445,0.8171,1.8568,0.7322,1
82959,1137.98,454.3305,234.7716,83835,325.0026,0.8561,0.9896,0.6897,0.805,1.9352,0.7153,1
71503,1050.588,416.378,220.4251,72468,301.7291,0.8484,0.9867,0.7139,0.8141,1.889,0.7247,1
89393,1161.557,445.7125,258.2717,90729,337.3703,0.815,0.9853,0.6795,0.8326,1.7258,0.7569,1
99852,1253.105,505.2826,252.7822,100725,356.5607,0.8659,0.9913,0.7317,0.7991,1.9989,0.7057,1
92541,1171.761,464.0699,254.9294,93348,343.2592,0.8356,0.9914,0.7325,0.847,1.8204,0.7397,1
66709,1015.323,405.1613,211.1542,67431,291.4387,0.8535,0.9893,0.7179,0.8132,1.9188,0.7193,1
67568,987.231,381.756,226.3355,68124,293.3091,0.8053,0.9918,0.7385,0.8712,1.6867,0.7683,1
65804,992.989,387.2009,218.3521,66911,289.4551,0.8258,0.9835,0.6548,0.8386,1.7733,0.7476,1
94983,1198.26,477.5088,253.8058,95906,347.7587,0.847,0.9904,0.7302,0.8313,1.8814,0.7283,1
85899,1126.533,442.4507,247.9813,86772,330.7114,0.8282,0.9899,0.7253,0.8506,1.7842,0.7475,1
75537,1045.775,400.8564,240.3548,76235,310.1237,0.8003,0.9908,0.7054,0.8679,1.6678,0.7737,1
67164,1004.562,396.569,217.0065,68319,292.431,0.837,0.9831,0.7459,0.8364,1.8275,0.7374,1
70636,1008.081,392.4988,230.015,71177,299.8942,0.8103,0.9924,0.7322,0.8735,1.7064,0.7641,1
67146,1022.85,409.7415,209.5989,67903,292.3918,0.8593,0.9889,0.677,0.8065,1.9549,0.7136,1
69874,1030.884,414.5119,215.2024,70445,298.2723,0.8547,0.9919,0.6334,0.8262,1.9261,0.7196,1
70074,1049.738,417.4645,215.1693,70814,298.6988,0.8569,0.9896,0.6325,0.7991,1.9402,0.7155,1
72007,1067.726,429.3661,214.5378,72908,302.7906,0.8662,0.9876,0.6383,0.7937,2.0014,0.7052,1
72119,1027.928,403.8373,227.9709,72707,303.026,0.8254,0.9919,0.7445,0.8577,1.7714,0.7504,1
75967,1118.878,424.7328,232.8153,78044,311.0051,0.8364,0.9734,0.7621,0.7626,1.8243,0.7322,1
69992,1057.088,434.2594,205.9645,70637,298.524,0.8804,0.9909,0.6912,0.7871,2.1084,0.6874,1
70452,1030.873,406.2796,222.2445,71301,299.5034,0.8371,0.9881,0.6972,0.8331,1.8281,0.7372,1
61726,975.93,387.5365,203.772,62541,280.3426,0.8506,0.987,0.7553,0.8144,1.9018,0.7234,1
86521,1192.182,485.0309,229.319,87686,331.9066,0.8812,0.9867,0.6964,0.765,2.1151,0.6843,1
86271,1103.9,413.2415,266.7061,87011,331.4267,0.7638,0.9915,0.7407,0.8896,1.5494,0.802,1
79558,1134.31,452.8789,224.1003,80460,318.2709,0.869,0.9888,0.7376,0.777,2.0209,0.7028,1
66922,988.42,376.4136,227.9987,67537,291.9036,0.7957,0.9909,0.7121,0.8608,1.6509,0.7755,1
64970,1003.365,395.6425,211.4287,65720,287.615,0.8452,0.9886,0.7153,0.811,1.8713,0.727,1
58234,928.795,361.4551,206.0084,58772,272.2973,0.8217,0.9908,0.6884,0.8483,1.7546,0.7533,1
80760,1110.025,432.0108,238.3009,81503,320.6662,0.8341,0.9909,0.6636,0.8236,1.8129,0.7423,1
66692,988.604,380.9275,224.1739,67373,291.4016,0.8085,0.9899,0.7302,0.8575,1.6993,0.765,1
79906,1118.411,429.4565,237.9886,80912,318.9663,0.8324,0.9876,0.6869,0.8028,1.8045,0.7427,1
69701,1011.576,387.5061,230.4676,70533,297.9028,0.8039,0.9882,0.7647,0.856,1.6814,0.7688,1
67155,983.199,367.0278,233.8553,67762,292.4114,0.7707,0.991,0.7756,0.873,1.5695,0.7967,1
85833,1115.847,428.6831,255.5393,86492,330.5843,0.8029,0.9924,0.7468,0.8663,1.6776,0.7712,1
102083,1227.894,470.3148,277.6607,103009,360.522,0.8071,0.991,0.7005,0.8508,1.6938,0.7666,1
66104,1040.25,425.5992,199.0564,66778,290.1142,0.8839,0.9899,0.6922,0.7676,2.1381,0.6817,1
81583,1115.162,447.6351,232.6595,82271,322.296,0.8543,0.9916,0.7428,0.8244,1.924,0.72,1
78665,1062.745,403.3284,249.6417,79463,316.4797,0.7854,0.99,0.7477,0.8753,1.6156,0.7847,1
69230,1034.131,409.9227,217.9278,70017,296.8945,0.847,0.9888,0.7276,0.8135,1.881,0.7243,1
83307,1174.366,482.5423,221.9604,84446,325.6835,0.8879,0.9865,0.7217,0.7591,2.174,0.6749,1
104098,1232.895,468.9325,283.6828,105200,364.0628,0.7963,0.9895,0.705,0.8606,1.653,0.7764,1
71533,1014.49,389.4194,234.4829,72053,301.7924,0.7984,0.9928,0.7249,0.8734,1.6608,0.775,1
76809,1106.815,450.0162,218.3582,78095,312.7239,0.8744,0.9835,0.747,0.7879,2.0609,0.6949,1
71193,1015.746,390.9275,233.2664,71765,301.0743,0.8025,0.992,0.6939,0.8671,1.6759,0.7702,1
93586,1195.422,467.2541,255.8339,94683,345.1918,0.8368,0.9884,0.7235,0.823,1.8264,0.7388,1
74735,1088.097,450.2176,212.0164,75369,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,1
75519,1091.496,439.4406,219.8421,76357,310.0867,0.8659,0.989,0.6364,0.7966,1.9989,0.7056,1
65627,974.981,378.4164,221.508,66278,289.0655,0.8108,0.9902,0.7476,0.8676,1.7084,0.7639,1
80397,1136.232,438.6483,234.1595,81828,319.9447,0.8456,0.9825,0.6895,0.7826,1.8733,0.7294,1
88901,1130.148,435.9188,260.4888,89632,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,1
66755,978.902,372.6831,228.9288,67308,291.5392,0.7891,0.9918,0.7326,0.8754,1.6279,0.7823,1
81094,1145.03,475.3533,218.0615,81833,321.3286,0.8886,0.991,0.5881,0.7773,2.1799,0.676,1
62146,953.709,373.0999,212.9458,62810,281.2948,0.8211,0.9894,0.7473,0.8586,1.7521,0.7539,1
64346,982.128,385.7231,213.6288,65000,286.2305,0.8326,0.9899,0.7272,0.8383,1.8056,0.7421,1
73864,1047.138,411.1656,229.4863,74691,306.6701,0.8297,0.9889,0.7506,0.8465,1.7917,0.7459,1
72540,1058.48,418.1253,222.1184,73637,303.9092,0.8472,0.9851,0.6394,0.8136,1.8824,0.7268,1
84484,1144.337,448.2374,242.6751,86046,327.9762,0.8408,0.9818,0.7272,0.8107,1.8471,0.7317,1
68156,1064.093,387.2451,225.5328,69811,294.5826,0.8129,0.9763,0.6553,0.7564,1.717,0.7607,1
63644,956.977,368.403,220.4135,64256,284.6648,0.8013,0.9905,0.7504,0.8733,1.6714,0.7727,1
61771,961.85,378.1497,208.5257,62330,280.4448,0.8342,0.991,0.6687,0.839,1.8134,0.7416,1
105158,1271.152,490.9413,273.8355,106080,365.9116,0.83,0.9913,0.6976,0.8178,1.7928,0.7453,1
61627,953.866,367.6871,214.4253,62333,280.1177,0.8123,0.9887,0.753,0.8512,1.7148,0.7618,1
67306,998.616,375.0199,229.2614,68240,292.7399,0.7914,0.9863,0.6897,0.8481,1.6358,0.7806,1
73972,1082.562,431.518,219.077,75032,306.8942,0.8615,0.9859,0.6127,0.7932,1.9697,0.7112,1
61584,996.6,398.9668,198.1386,62692,280.02,0.868,0.9823,0.6486,0.7792,2.0136,0.7019,1
82133,1153.061,444.589,235.6439,83220,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,1
95029,1182.327,445.366,273.9151,95885,347.8429,0.7885,0.9911,0.6947,0.8543,1.6259,0.781,1
103042,1223.292,455.1749,289.9712,104062,362.2115,0.7708,0.9902,0.7566,0.8653,1.5697,0.7958,1
85592,1149.044,460.0186,237.8423,86307,330.1199,0.856,0.9917,0.7231,0.8146,1.9341,0.7176,1
72637,1021.445,398.5861,232.6127,73209,304.1123,0.812,0.9922,0.7424,0.8749,1.7135,0.763,1
76078,1062.613,417.1863,232.994,76852,311.2323,0.8295,0.9899,0.7133,0.8467,1.7905,0.746,1
86012,1120.919,436.3853,251.6692,86654,330.9288,0.8169,0.9926,0.7278,0.8602,1.734,0.7583,1
78819,1074.629,426.057,235.9133,79437,316.7893,0.8327,0.9922,0.7543,0.8577,1.806,0.7435,1
83237,1093.642,427.6975,248.6075,83744,325.5467,0.8137,0.9939,0.75,0.8745,1.7204,0.7612,1
74041,1062.649,427.9002,221.4662,74848,307.0373,0.8556,0.9892,0.662,0.824,1.9321,0.7175,1
73257,1020.328,395.4755,236.6376,73807,305.4074,0.8012,0.9925,0.7799,0.8843,1.6712,0.7723,1
73959,1040.053,407.3151,232.3795,74636,306.8673,0.8213,0.9909,0.7264,0.8592,1.7528,0.7534,1
76930,1063.152,417.3471,235.203,77536,312.9702,0.8261,0.9922,0.6703,0.8553,1.7744,0.7499,1
75110,1061.797,417.4273,231.0868,76105,309.2459,0.8328,0.9869,0.6705,0.8372,1.8064,0.7408,1
70905,996.609,384.2029,235.728,71369,300.4647,0.7897,0.9935,0.7182,0.8971,1.6299,0.782,1
72109,1031.801,414.9175,221.8285,72725,303.005,0.8451,0.9915,0.6819,0.8512,1.8704,0.7303,1
83314,1125.578,446.3463,239.785,84208,325.6972,0.8434,0.9894,0.6441,0.8264,1.8614,0.7297,1
96327,1179.48,453.4745,271.2626,97246,350.2104,0.8014,0.9905,0.7393,0.8701,1.6717,0.7723,1
69297,1023.18,403.6807,219.3176,70009,297.0382,0.8395,0.9898,0.7112,0.8318,1.8406,0.7358,1
104535,1259.321,501.9452,266.6191,105577,364.8261,0.8473,0.9901,0.7189,0.8283,1.8826,0.7268,1
86209,1112.009,415.7849,265.0808,87212,331.3076,0.7704,0.9885,0.7305,0.8761,1.5685,0.7968,1
75039,1123.468,453.2528,213.6238,76007,309.0997,0.882,0.9873,0.7464,0.7471,2.1217,0.682,1
68249,1031.968,415.3918,210.5805,68853,294.7835,0.862,0.9912,0.6296,0.8053,1.9726,0.7097,1
83911,1124.358,438.4762,244.9962,84745,326.8621,0.8293,0.9902,0.6836,0.8341,1.7897,0.7454,1
60409,988.186,406.4673,190.2431,61098,277.3358,0.8837,0.9887,0.733,0.7774,2.1366,0.6823,1
65102,997.98,393.1779,211.91,65791,287.907,0.8423,0.9895,0.7325,0.8214,1.8554,0.7323,1
75648,1105.071,383.842,251.522,76498,310.3515,0.7554,0.9889,0.7518,0.7784,1.5261,0.8085,1
101872,1235.253,480.9564,270.7833,102668,360.1492,0.8264,0.9922,0.68,0.839,1.7762,0.7488,1
71905,1055.36,411.1628,224.5878,72726,302.5761,0.8376,0.9887,0.6479,0.8113,1.8307,0.7359,1
102978,1247.198,487.191,270.436,104151,362.099,0.8318,0.9887,0.668,0.8319,1.8015,0.7432,1
70464,1028.705,406.3263,222.3346,71028,299.5289,0.837,0.9921,0.7154,0.8367,1.8275,0.7372,1
99386,1228.03,485.8489,261.2015,100357,355.7277,0.8432,0.9903,0.6394,0.8282,1.8601,0.7322,1
74353,1046.388,409.5914,231.9224,75034,307.6836,0.8242,0.9909,0.7071,0.8533,1.7661,0.7512,1
72566,1030.822,401.7252,230.4493,73117,303.9637,0.8191,0.9925,0.7393,0.8582,1.7432,0.7566,1
66174,985.089,366.4961,231.7714,66931,290.2677,0.7746,0.9887,0.6892,0.8569,1.5813,0.792,1
78483,1129.938,462.3931,217.1938,79325,316.1134,0.8828,0.9894,0.593,0.7725,2.1289,0.6836,1
81893,1127.301,441.5179,237.5255,83087,322.9077,0.843,0.9856,0.7181,0.8098,1.8588,0.7314,1
77054,1096.298,439.6744,224.2773,77705,313.2223,0.8601,0.9916,0.6283,0.8057,1.9604,0.7124,1
93313,1189.412,463.7824,257.2217,94188,344.688,0.8321,0.9907,0.7249,0.8289,1.803,0.7432,1
75795,1052.093,404.6336,238.9541,76547,310.6528,0.807,0.9902,0.7306,0.8605,1.6934,0.7677,1
73412,1053.637,419.7002,224.0424,74165,305.7304,0.8456,0.9898,0.6482,0.831,1.8733,0.7284,1
69573,1005.835,390.96,227.7105,70068,297.6291,0.8129,0.9929,0.6752,0.8642,1.7169,0.7613,1
86505,1144.628,452.934,244.3227,87227,331.8759,0.842,0.9917,0.7243,0.8297,1.8538,0.7327,1
74948,1068.902,426.052,224.7881,75700,308.9122,0.8495,0.9901,0.678,0.8243,1.8953,0.7251,1
92547,1214.375,493.4909,239.8281,93424,343.2703,0.874,0.9906,0.6114,0.7886,2.0577,0.6956,1
73326,1048.647,408.789,229.636,74342,305.5512,0.8273,0.9863,0.7165,0.8379,1.7802,0.7475,1
93586,1162.973,448.7731,266.0874,94454,345.1918,0.8053,0.9908,0.7353,0.8695,1.6866,0.7692,1
73586,1020.916,394.8918,238.0174,74109,306.0925,0.7979,0.9929,0.7485,0.8872,1.6591,0.7751,1
65594,976.817,384.7373,218.0062,66003,288.9929,0.824,0.9938,0.7404,0.8639,1.7648,0.7511,1
91455,1203.49,491.3347,237.4701,92255,341.2391,0.8754,0.9913,0.6791,0.7935,2.069,0.6945,1
65422,1008.42,395.3958,211.4682,66261,288.6137,0.845,0.9873,0.6673,0.8084,1.8698,0.7299,1
77348,1062.431,402.6828,245.8316,78431,313.8193,0.792,0.9862,0.72,0.8611,1.638,0.7793,1
78607,1104.858,444.4781,225.7373,79242,316.363,0.8614,0.992,0.6945,0.8092,1.969,0.7118,1
76249,1064.508,421.7171,230.6479,76789,311.5818,0.8372,0.993,0.7276,0.8456,1.8284,0.7388,1
67761,1001.306,380.5024,228.1263,68454,293.7277,0.8003,0.9899,0.7306,0.8493,1.6679,0.7719,1
71563,1010.247,388.0756,235.1945,72103,301.8557,0.7954,0.9925,0.7027,0.8811,1.65,0.7778,1
89165,1137.666,435.4343,261.4076,89981,336.9398,0.7997,0.9909,0.7302,0.8657,1.6657,0.7738,1
76931,1102.157,447.6323,219.9894,77912,312.9722,0.8709,0.9874,0.7649,0.7958,2.0348,0.6992,1
84697,1132.218,443.8617,243.4756,85817,328.3894,0.8361,0.9869,0.6605,0.8303,1.823,0.7398,1
78088,1124.588,456.0179,218.6686,78855,315.3169,0.8775,0.9903,0.6639,0.7759,2.0854,0.6915,1
84259,1139.639,456.0281,235.699,84990,327.5391,0.8561,0.9914,0.752,0.8153,1.9348,0.7182,1
65765,998.338,394.6054,213.0929,66690,289.3693,0.8417,0.9861,0.6993,0.8292,1.8518,0.7333,1
87681,1125.864,431.1216,260.956,88512,334.1241,0.796,0.9906,0.7205,0.8692,1.6521,0.775,1
98296,1181.854,448.3096,281.348,99065,353.7716,0.7786,0.9922,0.7346,0.8843,1.5934,0.7891,1
78511,1114.002,454.565,220.9939,79257,316.1697,0.8739,0.9906,0.7085,0.795,2.0569,0.6955,1
74565,1108.596,447.5146,212.7916,75400,308.1219,0.8797,0.9889,0.6968,0.7624,2.1031,0.6885,1
82618,1156.895,481.4847,219.6581,83448,324.3339,0.8899,0.9901,0.7565,0.7757,2.192,0.6736,1
62908,984.099,396.7096,202.5649,63490,283.0141,0.8598,0.9908,0.664,0.8163,1.9584,0.7134,1
73830,1049.961,408.9587,231.2489,74577,306.5995,0.8248,0.99,0.6502,0.8416,1.7685,0.7497,1
82316,1121.279,437.4098,241.7525,83860,323.7406,0.8334,0.9816,0.7462,0.8227,1.8093,0.7401,1
73223,1052.517,417.8197,224.9094,74367,305.3366,0.8428,0.9846,0.6679,0.8306,1.8577,0.7308,1
61280,973.889,386.9175,204.3061,62284,279.328,0.8492,0.9839,0.7284,0.8119,1.8938,0.7219,1
66086,992.483,388.6784,217.6789,66864,290.0747,0.8285,0.9884,0.7251,0.8431,1.7856,0.7463,1
87080,1160.399,463.6087,241.0442,87925,332.977,0.8542,0.9904,0.7202,0.8127,1.9233,0.7182,1
88283,1147.212,454.1398,248.5042,88978,335.2692,0.837,0.9922,0.6691,0.8429,1.8275,0.7383,1
73832,1030.211,393.978,239.4966,74641,306.6037,0.794,0.9892,0.7062,0.8742,1.645,0.7782,1
59768,959.724,388.3111,196.7763,60292,275.8604,0.8621,0.9913,0.7221,0.8154,1.9734,0.7104,1
65320,1001.012,399.9118,210.6512,66404,288.3886,0.85,0.9837,0.6542,0.8192,1.8985,0.7211,1
61828,952.932,369.5451,214.6288,62580,280.5742,0.8141,0.988,0.7596,0.8556,1.7218,0.7592,1
64236,963.377,365.887,225.6229,65186,285.9857,0.7872,0.9854,0.7308,0.8698,1.6217,0.7816,1
69119,1004.552,398.421,221.4899,69560,296.6564,0.8312,0.9937,0.6819,0.8607,1.7988,0.7446,1
67342,995.002,382.9289,225.3846,68007,292.8182,0.8084,0.9902,0.7141,0.8548,1.699,0.7647,1
80791,1129.16,444.1511,234.1187,81752,320.7278,0.8498,0.9882,0.7352,0.7963,1.8971,0.7221,1
60925,957.318,375.9761,207.4241,61599,278.5177,0.834,0.9891,0.7122,0.8354,1.8126,0.7408,1
61567,1092.549,383.964,207.747,64254,279.9813,0.841,0.9582,0.7029,0.6482,1.8482,0.7292,1
71327,1035.464,415.7296,219.3659,72057,301.3575,0.8495,0.9899,0.6928,0.836,1.8951,0.7249,1
80009,1096.173,423.2968,241.341,80890,319.1718,0.8215,0.9891,0.699,0.8367,1.7539,0.754,1
79991,1107.468,437.5165,233.3934,80846,319.1359,0.8458,0.9894,0.74,0.8196,1.8746,0.7294,1
75398,1096.776,438.036,220.7575,76592,309.8382,0.8637,0.9844,0.702,0.7877,1.9842,0.7073,1
81221,1088.565,415.7956,249.4503,81921,321.5801,0.8,0.9915,0.7329,0.8613,1.6668,0.7734,1
92201,1199.309,482.777,244.2383,92937,342.628,0.8626,0.9921,0.738,0.8055,1.9767,0.7097,1
77047,1081.92,419.2447,234.8384,77801,313.2081,0.8284,0.9903,0.725,0.8271,1.7852,0.7471,1
76657,1080.804,422.3134,231.6413,77515,312.4143,0.8361,0.9889,0.733,0.8246,1.8231,0.7398,1
83801,1137.986,448.6629,238.9784,84733,326.6477,0.8463,0.989,0.7438,0.8132,1.8774,0.728,1
65204,984.469,383.3479,217.1087,65771,288.1325,0.8242,0.9914,0.6678,0.8454,1.7657,0.7516,1
90643,1160.612,453.1485,255.2836,91366,339.7208,0.8262,0.9921,0.7505,0.8456,1.7751,0.7497,1
70609,1011.299,393.8305,228.639,71270,299.8369,0.8142,0.9907,0.6798,0.8676,1.7225,0.7613,1
97447,1172.021,448.6889,276.9897,98077,352.2405,0.7867,0.9936,0.7601,0.8915,1.6199,0.785,1
95173,1192.175,463.3702,262.5644,96002,348.1063,0.824,0.9914,0.7058,0.8415,1.7648,0.7512,1
71200,1031.469,407.4551,223.3727,71820,301.0891,0.8363,0.9914,0.6986,0.841,1.8241,0.739,1
66682,1004.941,385.9904,221.3974,67537,291.3798,0.8191,0.9873,0.6488,0.8297,1.7434,0.7549,1
81425,1120.916,450.3157,230.9455,82394,321.9837,0.8585,0.9882,0.7337,0.8144,1.9499,0.715,1
84429,1171.971,475.0915,229.3297,85639,327.8694,0.8758,0.9859,0.6709,0.7724,2.0717,0.6901,1
